Business,Email,Email type,Phone (international),Website,Industry,Address,Postcode,City,Currently tagged venue,Walk to tagged venue (min),Tagged venue: booking status,Tagged venue: open after-work slots,Tagged venue: earliest slot,Haggerston Park: status,Best bookable alternatives nearby
Westferry Tech | Website Development Company | Software Development Company | Mobile App Development Company in London UK,info@westferrytech.com,general,+44 7950 782569,https://www.westferrytech.com/,service,"Unit19, 1-13 Adler St, London E1 1EG, UK",E1 1EG,London,Whitechapel,9,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Wynfrid House,mail@wynfridhouse.com,openstreetmap_tag,+44 20 7247 6110,https://wynfridhouse.com/,tourism: hostel,"Mulberry Street 20, London",E1 1EH,London,Whitechapel,9,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Ebrahim College,info@ebrahimcollege.org.uk,openstreetmap_tag,+44 20 7377 6677,https://ebrahimcollege.org.uk,amenity: college,"Greenfield Road 80, London",E1 1EJ,London,Whitechapel,7,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Capstone Accountants,info@capstoneaccountants.co.uk,general,+44 20 7247 0743,http://www.capstoneaccountants.co.uk/,finance,"93, 101 Greenfield Rd, London E1 1EJ, UK",E1 1EJ,London,Whitechapel,8,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Citygate Accountants,info@citygateaccountants.co.uk,general,+44 20 3553 1059,http://www.citygateaccountants.co.uk/,finance,"East, Business Centre, 93-101 Greenfield Rd, London E1 1EJ, UK",E1 1EJ,London,Whitechapel,8,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
London Action Resource Centre,larc@riseup.net,openstreetmap_tag,+44 20 7377 9088,https://larc.space/,amenity: community centre,"Fieldgate Street 62, London",E1 1ES,London,Whitechapel,7,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Maedah Grill,info@maedahgrill.net,openstreetmap_tag,+44 20 7377 0649,https://www.maedahgrill.net/,amenity: restaurant,"Fieldgate Street 42, London",E1 1ES,London,Whitechapel,8,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
The Good Marketer | Digital Marketing Agency London,info@thegoodmarketer.co.uk,general,+44 20 3576 2150,https://www.thegoodmarketer.co.uk/,service,"20-30 Whitechapel Rd, London E1 1EW, UK",E1 1EW,London,Whitechapel,10,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Four Agency Worldwide,info@four.agency,general,+44 20 3920 0555,https://four.agency/,consultant,"The Hickman Building, 2 Whitechapel Rd, London E1 1FX, UK",E1 1FX,London,Whitechapel,10,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
RK Acountants Ltd,info@rkaccountants.com,general,+44 20 7375 2010,http://www.rkaccountants.com/,finance,"85 Myrdle St, London E1 1HL, UK",E1 1HL,London,Whitechapel,4,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Chancery Solicitors Ltd,info@chancery-solicitors.com,general,+44 20 7247 9338,http://www.chancery-solicitors.com/,consultant,"2nd Floor, 124 Whitechapel Rd, London E1 1JE, UK",E1 1JE,London,Whitechapel,8,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Ambala,info@ambala.co.uk,general,+44 20 7247 2042,https://www.ambalafoods.com/,craft: confectionery,"Whitechapel Road 144-146, London",E1 1JE,London,Stepney 3G,19,Available,Mon 28 Sep 17:30 (£3/pp); Mon 28 Sep 18:30 (£5/pp); Mon 28 Sep 19:30 (£5/pp); Mon 28 Sep 20:30 (£5/pp); Tue 29 Sep 17:30 (£3/pp); Tue 29 Sep 18:30 (£5/pp); +26 more,Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Ibis Budget London Whitechapel,hb0i5@adagio-city.com,openstreetmap_tag,+44 20 7655 4620,https://secure.accorhotels.com/store/index.html#/en/hotel?hotelCode=8033,tourism: hotel,"Whitechapel Road 100, London",E1 1JG,London,Whitechapel,8,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Kobi Nazrul Primary School,admin@kobinazrul.towerhamlets.sch.uk,general,+44 20 7375 3626,https://www.kobinazrul.towerhamlets.sch.uk/,amenity: school,"Settles Street, London",E1 1JP,London,Whitechapel,7,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Tayyabs,info@tayyabs.co.uk,openstreetmap_tag,+44 20 7247 9543,https://tayyabs.co.uk/,amenity: restaurant,"Fieldgate Street 83-89, London",E1 1JU,London,Whitechapel,7,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Tax Valley,hello@taxvalley.co.uk,general,+44 20 8221 0447,https://taxvalley.co.uk/contact-us,finance,"38-44 Whitechapel Road LMC, Business Wing, London E1 1JX, UK",E1 1JX,London,Whitechapel,9,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
The Castle,thecastle44@gmail.com,openstreetmap_tag,,http://www.thecastlelondon.com/,amenity: pub,"Commercial Road 44, London",E1 1LN,London,Whitechapel,10,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Techspace Commercial Road,hello@techspace.co,general,+44 20 3355 9735,https://www.techspace.co/locations/whitechapel,coworking_space,"38-40 Commercial Rd, London E1 1LN, UK",E1 1LN,London,Whitechapel,11,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
AMIGOS burgers and shakes,info@amigosburgersandshakes.com,general,+44 20 7709 0144,https://www.amigosburgersandshakes.com/,amenity: fast food,"Commercial Road 156, London",E1 1NL,London,Whitechapel,3,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Browncross Healthcare Ltd,admin@browncrosshealthcare.com,general,,https://www.browncrosshealthcare.com/,agency,"120A Commercial Road, London",E1 1NL,London,Whitechapel,5,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
MMA LDN,info@mmaldn.co.uk,general,,https://mmaldn.co.uk/,leisure: fitness centre,"Commercial Road 88, London",E1 1NU,London,Whitechapel,7,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
S N R Chartered Accountants,info@snraccountants.co.uk,general,+44 20 7375 1966,http://snraccountants.co.uk/,finance,"101 Commercial Rd, London E1 1RD, UK",E1 1RD,London,Whitechapel,5,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
London Enterprise Academy,info@londonenterpriseacademy.org,general,+44 20 7426 0746,https://www.londonenterpriseacademy.org/,amenity: school,"Commercial Road 81-91, London",E1 1RD,London,Whitechapel,6,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
S-Ponder,hello@s-ponder.com,general,,https://www.s-ponder.com/,shop: clothes,"Batty Street 2a, London",E1 1RH,London,Whitechapel,6,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
OMG Education,info@omg.school,general,,https://www.omg.school/,amenity: school,"Pinchin Street 4, London",E1 1SA,London,Whitechapel,8,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
The Griff Inn Bar & Kitchen,su-griffin.inn@qmul.ac.uk,openstreetmap_tag,+44 20 7882 8686,https://www.qmsu.org/griffinn/,amenity: pub,"Newark Street, London",E1 2AT,London,Stepney 3G,18,Available,Mon 28 Sep 17:30 (£3/pp); Mon 28 Sep 18:30 (£5/pp); Mon 28 Sep 19:30 (£5/pp); Mon 28 Sep 20:30 (£5/pp); Tue 29 Sep 17:30 (£3/pp); Tue 29 Sep 18:30 (£5/pp); +26 more,Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Ashraf and Co,info@ashrafandco.co.uk,general,+44 20 3633 4127,https://ashrafandco.co.uk/,finance,"80A Ashfield St, London E1 2BJ, UK",E1 2BJ,London,Whitechapel,5,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Muhit & Co Chartered Accountants,info@muhitandco.com,general,+44 20 7790 3331,https://www.muhitandco.com/?utm_source=google-maps,finance,"Unit 4, 80A Ashfield St, London E1 2BJ, UK",E1 2BJ,London,Whitechapel,5,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Reza Solicitors,info@rezasolicitors.com,general,+44 20 7993 5414,https://www.rezasolicitors.com/,lawyer,"255-259 Commercial Road, London",E1 2BT,London,Whitechapel,2,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Royal Chambers Solicitors,info@rcsolicitors.uk,general,+44 7375 755722,https://www.rcsolicitors.uk/,consultant,"255-259 Commercial Rd, London E1 2BT, UK",E1 2BT,London,Whitechapel,2,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Aptel East,reception@aptel.co.uk,general,+44 20 7052 3140,https://www.aptel.co.uk,tourism: hotel,"Commercial Road 169-171, London",E1 2DA,London,Whitechapel,2,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Daffodil Preparatory School,info@daffodilprepschool.org.uk,general,+44 20 4539 9737,https://www.daffodilprepschool.org.uk/,amenity: school,"Commercial Road 161 - 163, London",E1 2DA,London,Whitechapel,3,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
Date Palm Primary,admin@datepalmprimary.com,general,+44 7877 134630,https://www.datepalmprimary.com/,amenity: school,"Nelson Street 56-60, London",E1 2DE,London,Stepney 3G,19,Available,Mon 28 Sep 17:30 (£3/pp); Mon 28 Sep 18:30 (£5/pp); Mon 28 Sep 19:30 (£5/pp); Mon 28 Sep 20:30 (£5/pp); Tue 29 Sep 17:30 (£3/pp); Tue 29 Sep 18:30 (£5/pp); +26 more,Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Idea Store Watney Market,ideastore@towerhamlets.gov.uk,openstreetmap_tag,+44 20 7364 4332,https://www.ideastore.co.uk/idea-store-watney-market,amenity: library,"Commercial Road 260, London",E1 2FB,London,Stepney 3G,19,Available,Mon 28 Sep 17:30 (£3/pp); Mon 28 Sep 18:30 (£5/pp); Mon 28 Sep 19:30 (£5/pp); Mon 28 Sep 20:30 (£5/pp); Tue 29 Sep 17:30 (£3/pp); Tue 29 Sep 18:30 (£5/pp); +26 more,Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
Lawmatic Solicitors,info@lawmaticsolicitors.com,general,+44 20 8077 5079,https://www.lawmaticsolicitors.com/,consultant,"18 Tapestry Wy, London E1 2FJ, UK",E1 2FJ,London,Whitechapel,8,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
MHC Chartered Accountant,info@mhcaccountant.co.uk,general,+44 20 7790 0416,http://mhcaccountant.co.uk/,finance,"22 Cavell St, London E1 2HP, UK",E1 2HP,London,Whitechapel,3,Contact required,Contact required: 020 7790 3854,,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,COLA Shoreditch Park: Tue 29 Sep 17:30 (£91) · 5-a-side · ~£9.10 per player at cost; Old St - Moreland Primary School: Fri 2 Oct 20:00 (£90) · 6-a-side · ~£7.50 per player at cost; Shoreditch Rooftop: Mon 28 Sep 18:00 (£72) · 5-a-side · ~£7.22 per player at cost; Stepney 3G: Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost
London Islamic School,info@londonislamicschool.org,general,+44 20 7265 9667,http://www.londonislamicschool.org,amenity: school,"Damien Street 18-22, London",E1 2HX,London,Stepney 3G,16,Available,Mon 28 Sep 17:30 (£3/pp); Mon 28 Sep 18:30 (£5/pp); Mon 28 Sep 19:30 (£5/pp); Mon 28 Sep 20:30 (£5/pp); Tue 29 Sep 17:30 (£3/pp); Tue 29 Sep 18:30 (£5/pp); +26 more,Mon 28 Sep 17:30 (£3/pp) · 5-a-side · ~£3.00 per player at cost,Contact required: 020 8986 7955 (Mon-Fri 09:00-15:30) / hackney.marshes@gll.org. Playfinder shows fully booked,
